year,month,state,coal,petroleum,natural_gas,hydroelectric_conventional,wind,total,other_gases,nuclear,wood_and_wood_derived_fuels,other_biomass,other,solar_thermal_and_photovoltaic,pumped_storage,geothermal
2002,4,LA,1294527,149182,3768227,121301,NA,6709074,95194,1017537,205932,4614,52560,NA,NA,NA
2002,4,MA,902681,406711,879632,84526,0,2876811,NA,481927,8704,90900,61015,NA,-39285,NA
2002,4,MD,2459919,145239,127717,200787,NA,3654329,42642,619921,15576,24286,18242,NA,NA,NA
2002,4,ME,45236,85971,974151,305617,NA,1746265,8,NA,272628,27126,35528,NA,NA,NA
2002,4,MI,4723456,101191,1214652,161328,33,9126717,848,2794443,123559,64843,21447,NA,-79083,NA
2002,4,MN,2425838,32737,88807,87574,95282,4018887,NA,1180401,37929,37820,32499,NA,NA,NA
2002,4,MO,4555353,47143,310608,164454,NA,5911037,NA,828117,NA,729,4377,NA,256,NA
2002,4,MS,1069189,6295,1402866,NA,NA,3453040,3366,898970,72354,0,0,NA,NA,NA
2002,4,MT,1420931,76010,555,617479,NA,2121772,1810,NA,4987,NA,NA,NA,NA,NA
2002,4,NC,5345933,52795,175506,221413,NA,9312033,88,3330276,161129,8360,19822,NA,-3289,NA
2002,4,ND,2155663,1997,916,84357,NA,2249272,6340,NA,NA,0,NA,NA,NA,NA
2002,4,NE,1444129,3445,22046,93231,763,2446109,0,881232,NA,1263,0,NA,NA,NA
2002,4,NH,239388,20624,9122,187331,NA,1379845,NA,833602,72566,12277,4935,NA,NA,NA
2002,4,NJ,572658,64102,1338997,816,NA,4172745,6283,2098030,NA,61704,36626,NA,-6471,NA
2002,4,NM,2216961,1123,284990,27168,NA,2531493,NA,NA,NA,1251,NA,NA,NA,NA
2002,4,NV,957261,2991,631250,248758,NA,1931633,NA,NA,NA,NA,NA,NA,NA,91373
2002,4,NY,1612468,751468,2513173,2220873,5159,10114004,NA,2880530,28080,107875,67878,NA,-73500,NA
2002,4,OH,10192769,31367,97114,27430,NA,11277405,17022,896578,10983,1899,2244,NA,NA,NA
2002,4,OK,2398748,2998,1838987,272878,NA,4523336,6992,NA,15035,NA,NA,NA,-12302,NA
2002,4,OR,203791,1420,323138,3280875,33120,3895498,NA,NA,46474,3742,2938,NA,NA,NA
2002,4,PA,8265946,188375,259233,241802,5500,15165161,49993,5989273,51664,104503,59399,NA,-50527,NA
2002,4,RI,NA,3616,399605,240,NA,458584,NA,NA,NA,7596,47527,NA,NA,NA
2002,4,SC,2890524,21054,344921,107180,NA,7097372,0,3731771,82863,2248,NA,NA,-83189,NA
2002,4,SD,296888,102,3919,368709,569,670187,NA,NA,NA,NA,NA,NA,NA,NA
2002,4,TN,5094763,14237,37886,575484,427,7741323,1174,2007942,48727,3072,662,NA,-43051,NA
2002,4,TX,10337077,127722,15058739,121937,236924,28939850,222496,2596093,78620,9006,151236,NA,NA,NA
2002,4,UT,2749075,4303,79655,41751,NA,2891331,0,NA,NA,581,456,NA,NA,15510
2002,4,VA,2692697,344681,345786,66946,NA,5595054,NA,2075308,126264,50122,32754,0,-139505,NA
2002,4,VT,NA,663,160,114954,992,470378,NA,338459,15150,NA,NA,NA,NA,NA
2002,4,WA,512671,4765,235873,7030756,35357,8755435,24950,803086,86680,15508,5789,NA,0,NA
2002,4,WI,2854402,42881,210224,262226,4548,4346957,NA,885315,52421,27187,7753,NA,NA,NA
2002,4,WV,6722151,21043,27477,140118,NA,6927829,13821,NA,0,374,2845,NA,NA,NA
2002,4,WY,2937082,6607,52675,39325,39981,3082479,NA,NA,NA,NA,6809,NA,NA,NA
2002,4,US-TOTAL,142304595,7833580,49146409,24246605,1024417,289848253,889941,58437062,3196347,1161600,1031877,45858,-584772,1114735
2002,5,AK,48711,71159,301216,108504,NA,530593,NA,NA,85,918,NA,NA,NA,NA
2002,5,AL,5471845,46197,1032098,728787,NA,10444214,11072,2853342,299357,1387,129,NA,NA,NA
2002,5,AR,1611330,10884,266365,272580,NA,3498511,NA,1223077,105423,408,8444,NA,NA,NA
2002,5,AZ,3254234,4629,1077277,701868,NA,7870515,NA,2819293,NA,4403,4633,51,4127,NA
2002,5,CA,166256,143399,5661771,3462756,478276,13934158,105900,2181981,292184,148572,33688,57589,101112,1100673
2002,5,CO,3028547,259,681159,152696,10517,3863843,175,NA,NA,3268,0,NA,-12778,NA
2002,5,CT,229807,122466,831179,45841,NA,2864657,0,1497037,NA,71454,66874,NA,0,NA
2002,5,DC,NA,-616,NA,NA,NA,-616,NA,NA,NA,NA,NA,NA,NA,NA
2002,5,DE,267106,24198,87717,NA,NA,393165,14145,NA,NA,NA,NA,NA,NA,NA
2002,5,FL,5489857,3824466,5033600,14408,NA,17742594,1290,2825721,159490,179752,214010,NA,NA,NA
2002,5,GA,6521683,105127,357689,213898,NA,10794035,NA,3048600,586433,10568,2245,NA,-52208,NA
2002,5,HI,140210,787065,NA,9052,75,986886,3497,NA,NA,30161,13547,NA,NA,3279
2002,5,IA,2831440,5279,38492,69145,87149,3401625,NA,362672,NA,7330,119,NA,NA,NA
2002,5,ID,10029,0,26962,982948,NA,1067636,NA,NA,38430,NA,9267,NA,NA,NA
2002,5,IL,6562413,12008,406482,10617,NA,14509129,18090,7424916,NA,62034,12569,NA,NA,NA
2002,5,IN,8891982,80668,142948,30182,NA,9420887,266200,NA,NA,7785,1122,NA,NA,NA
2002,5,KS,2620114,17788,60229,1244,45564,3368557,NA,623618,NA,NA,NA,NA,NA,NA
2002,5,KY,6774116,261130,64522,622023,NA,7743476,NA,NA,21685,NA,NA,NA,NA,NA
2002,5,LA,1897281,169091,4177412,113767,NA,8170343,127355,1419289,233487,4579,28082,NA,NA,NA
2002,5,MA,669779,465728,1345580,92712,0,3169285,NA,493183,10738,99662,67005,NA,-75102,NA
2002,5,MD,2117717,106419,94098,291151,NA,3359138,48921,639467,12003,28075,21287,NA,NA,NA
2002,5,ME,47775,83764,1149417,348725,NA,1995162,0,NA,307044,27780,30657,NA,NA,NA
2002,5,MI,5066829,67633,1030420,165068,29,8437205,805,1977603,118744,55526,22698,NA,-68150,NA
2002,5,MN,2275791,43961,82143,78977,83221,3887967,NA,1223147,25644,45502,29580,NA,NA,NA
2002,5,MO,4712163,43662,186365,305255,NA,6067638,NA,823474,NA,766,2761,NA,-6808,NA
2002,5,MS,1288767,3987,1257958,NA,NA,3545084,2026,920634,71712,0,0,NA,NA,NA
2002,5,MT,1360209,41374,2092,965973,NA,2376366,1624,NA,5094,NA,NA,NA,NA,NA
2002,5,NC,5190839,54042,163978,195075,NA,9378881,73,3615406,131890,8121,22569,NA,-3112,NA
2002,5,ND,2206610,3504,236,105395,NA,2317316,1571,NA,NA,0,NA,NA,NA,NA
2002,5,NE,1631612,618,24780,92942,630,2129601,0,378015,NA,1004,0,NA,NA,NA
2002,5,NH,205557,73821,9871,150928,NA,588478,NA,74714,56857,11402,5328,NA,NA,NA
2002,5,NJ,420967,29055,1304229,824,NA,4129213,6224,2264481,NA,71885,43487,NA,-11939,NA
2002,5,NM,2375142,2706,236271,27735,NA,2643495,NA,NA,NA,1641,NA,NA,NA,NA
2002,5,NV,1387204,2013,839955,268674,NA,2591063,NA,NA,NA,NA,NA,NA,NA,93217
2002,5,NY,1590958,919966,2451153,2368759,4929,11130708,NA,3669275,11154,117655,74696,NA,-77837,NA
2002,5,OH,11059434,50256,47571,24711,NA,12137199,13710,927549,10632,1529,1807,NA,NA,NA
2002,5,OK,2883094,3674,1539876,338297,NA,4768241,6339,NA,10939,NA,NA,NA,-13978,NA
2002,5,OR,319277,745,306022,3298114,29943,4002611,NA,NA,40716,4366,3428,NA,NA,NA
2002,5,PA,8249599,93723,291856,317323,4813,15886707,51998,6660859,102464,106195,60226,NA,-52349,NA
2002,5,RI,NA,4259,436641,263,NA,503422,NA,NA,NA,7993,54267,NA,NA,NA
2002,5,SC,3200418,24749,580850,94948,NA,7567546,0,3641320,116694,1213,NA,NA,-92646,NA
2002,5,SD,249131,799,3604,322118,592,576244,NA,NA,NA,NA,NA,NA,NA,NA
2002,5,TN,5233621,20733,22346,616947,439,7593513,1051,1689448,59610,2555,408,NA,-53645,NA
2002,5,TX,12287496,126678,15980926,100595,264416,32512588,186035,3321462,85881,21606,137493,NA,NA,NA
2002,5,UT,2751611,3756,85806,67325,NA,2928131,0,NA,NA,520,408,NA,NA,18705
2002,5,VA,2767516,101483,242831,73001,NA,5844203,NA,2594188,85070,60636,42954,0,-123476,NA
2002,5,VT,NA,587,260,125913,1123,364921,NA,209953,27085,NA,NA,NA,NA,NA
2002,5,WA,415559,3525,120132,7820307,27961,9329691,28771,808114,84363,15451,5508,NA,0,NA
2002,5,WI,3192576,37412,123278,272131,3680,4534769,NA,820354,50270,23449,11619,NA,NA,NA
2002,5,WV,7316894,25661,14380,131387,NA,7501315,12693,NA,8,36,256,NA,NA,NA
2002,5,WY,3115293,1380,53196,60803,34283,3272657,NA,NA,NA,NA,7702,NA,NA,NA
2002,5,US-TOTAL,151406401,8126867,50275237,26662695,1077641,307674569,909565,63032192,3161187,1247185,1040874,57640,-538788,1215874
2002,6,AK,35819,99827,271101,116831,NA,524325,NA,NA,63,684,NA,NA,NA,NA
2002,6,AL,6658365,16191,1741159,305166,NA,11882481,8646,2805207,317921,1910,27916,NA,NA,NA
2002,6,AR,1810441,2540,484940,367328,NA,4120910,NA,1334145,112805,385,8326,NA,NA,NA
2002,6,AZ,3114966,4553,1468847,720737,NA,8043142,NA,2717774,NA,3845,6049,53,6318,NA
2002,6,CA,204991,169815,7874932,3379494,557098,16343680,144882,2217453,360238,170660,34137,95490,83883,1050607
2002,6,CO,3037860,3017,798852,150506,9630,3988462,324,NA,NA,2496,0,NA,-14223,NA
2002,6,CT,300271,93467,747710,37859,NA,2738361,0,1421445,NA,69918,68807,NA,-1115,NA
2002,6,DC,NA,30828,NA,NA,NA,30828,NA,NA,NA,NA,NA,NA,NA,NA
2002,6,DE,280591,71420,113363,NA,NA,485001,19627,NA,NA,NA,NA,NA,NA,NA
2002,6,FL,5623119,2804716,6266170,8947,NA,18094546,1141,2818386,181211,179838,211018,NA,NA,NA
2002,6,GA,7122783,66219,959181,162439,NA,11868684,NA,2922975,685925,12530,2050,NA,-65418,NA
2002,6,HI,132559,791122,NA,7853,198,986944,2925,NA,NA,34044,14813,NA,NA,3430
2002,6,IA,2987526,6385,51265,76106,74748,3617483,NA,413091,NA,8284,78,NA,NA,NA
2002,6,ID,10095,0,30861,979406,NA,1069952,NA,NA,46385,NA,3205,NA,NA,NA
2002,6,IL,7546857,12335,1060588,11850,NA,16666712,20577,7934863,NA,66846,12796,NA,NA,NA
2002,6,IN,9752468,71082,383363,50996,NA,10537115,268001,NA,NA,9792,1412,NA,NA,NA
2002,6,KS,2993881,2482,234374,1171,42891,4124592,NA,849793,NA,NA,NA,NA,NA,NA
2002,6,KY,7468105,125874,208470,185181,NA,8022587,NA,NA,34957,NA,NA,NA,NA,NA
2002,6,LA,1582321,148140,4692972,131574,NA,8457393,115922,1502584,235689,3813,44378,NA,NA,NA
2002,6,MA,882280,386256,1284435,82860,0,3201702,NA,460816,10121,95504,63911,NA,-64481,NA
2002,6,MD,2583982,253361,188401,186382,NA,4154828,45402,829551,11608,31974,24167,NA,NA,NA
2002,6,ME,54905,76995,923771,315568,NA,1744576,0,NA,311429,27397,34510,NA,NA,NA
2002,6,MI,5940141,132309,1387322,153067,26,10105156,731,2387172,114691,57874,22270,NA,-90446,NA
2002,6,MN,2750757,46822,152616,49785,77281,4320359,NA,1158578,19950,39668,24902,NA,NA,NA
2002,6,MO,5981048,6560,405032,310893,NA,7501687,NA,816017,NA,776,973,NA,-19612,NA
2002,6,MS,1459969,1266,1850870,NA,NA,4163396,4676,774045,71147,0,0,NA,NA,NA
2002,6,MT,657208,36456,3048,1354302,NA,2059523,2671,NA,5838,NA,NA,NA,NA,NA
2002,6,NC,6635026,51353,401697,210450,NA,10932777,90,3494090,128279,8094,8659,NA,-4962,NA
2002,6,ND,2292444,4432,156,171639,NA,2469823,1104,NA,NA,48,NA,NA,NA,NA
2002,6,NE,1695791,1488,52251,111045,737,2696164,0,833670,NA,1182,0,NA,NA,NA
2002,6,NH,333292,37793,17399,149138,NA,1384477,NA,775728,56985,9989,4153,NA,NA,NA
2002,6,NJ,870412,92982,1862709,1085,NA,5532669,8179,2595975,NA,73263,42347,NA,-14283,NA
2002,6,NM,2535867,1581,373242,28639,NA,2940191,NA,NA,NA,862,NA,NA,NA,NA
2002,6,NV,1453935,2126,1064634,254390,NA,2855076,NA,NA,NA,NA,NA,NA,NA,79991
2002,6,NY,1901407,1016386,3486622,2258285,5818,12338506,NA,3542017,41422,113381,70733,NA,-97566,NA
2002,6,OH,11827394,28465,193210,54561,NA,12617078,15680,478085,10648,1749,7287,NA,NA,NA
2002,6,OK,3081827,1691,2085593,356548,NA,5533766,5796,NA,22439,NA,NA,NA,-20128,NA
2002,6,OR,0,10,456547,3700449,31494,4236983,NA,NA,41147,4109,3227,NA,NA,NA
2002,6,PA,9147904,319270,825245,239583,2792,17342799,50882,6591470,59803,111929,63324,NA,-69402,NA
2002,6,RI,NA,4465,469162,277,NA,530708,NA,NA,NA,7772,49032,NA,NA,NA
2002,6,SC,3333686,55041,601818,80929,NA,8602653,0,4546741,112413,1309,NA,NA,-129284,NA
2002,6,SD,300014,322,12832,512634,406,826208,NA,NA,NA,NA,NA,NA,NA,NA
2002,6,TN,5339094,31995,44564,430141,145,8216879,1376,2401156,57334,2763,223,NA,-91912,NA
2002,6,TX,12765011,128282,19231665,89921,257712,36267581,249665,3206400,93311,37121,208493,NA,NA,NA
2002,6,UT,2798147,4633,64768,40288,NA,2925409,0,NA,NA,449,353,NA,NA,16771
2002,6,VA,3110922,473145,450639,61798,NA,6549836,0,2507394,110009,62859,43516,0,-270446,NA
2002,6,VT,NA,714,280,148552,488,543726,NA,372559,21133,NA,NA,NA,NA,NA
2002,6,WA,174090,6849,99184,9775626,32637,10768116,24491,551646,81397,16674,5522,NA,0,NA
2002,6,WI,3434106,42678,177281,234380,2280,5077957,NA,1111070,39190,25214,11757,NA,NA,NA
2002,6,WV,7724399,22805,23716,57088,NA,7845440,15872,NA,0,592,968,NA,NA,NA
2002,6,WY,2939619,7319,52163,99095,29934,3135318,NA,NA,NA,NA,7188,NA,NA,NA
2002,6,US-TOTAL,164667695,7795860,65631018,28212847,1126315,341023144,1008659,66371896,3395490,1297599,1132500,95543,-863077,1150799
2002,7,AK,44648,65804,300814,119156,NA,531314,NA,NA,76,816,NA,NA,NA,NA
2002,7,AL,7388052,15591,2123294,355672,NA,13067536,10367,2783034,355334,2023,34169,NA,NA,NA
2002,7,AR,1940587,5910,897034,392475,NA,4755258,NA,1366828,127830,270,24324,NA,NA,NA
2002,7,AZ,3370575,3203,1944501,776476,NA,8906931,NA,2792098,NA,3756,8805,31,7486,NA
2002,7,CA,204377,191468,10383127,3282221,443320,19633136,143046,3168074,365928,186347,36573,85506,19365,1123784
2002,7,CO,3219683,2856,959842,146596,7529,4313567,243,NA,NA,2272,0,NA,-25453,NA
2002,7,CT,351413,266157,1029400,12950,NA,3286289,0,1484163,NA,72991,69846,NA,-630,NA
2002,7,DC,NA,101334,NA,NA,NA,101334,NA,NA,NA,NA,NA,NA,NA,NA
2002,7,DE,395959,180241,273733,NA,NA,849966,33,NA,NA,NA,NA,NA,NA,NA
2002,7,FL,6456917,2909226,6685052,9905,NA,19601859,960,2961608,157376,192419,228397,NA,NA,NA
2002,7,GA,7687304,106491,1578502,176599,NA,13067342,NA,3009081,558636,18377,3261,NA,-70910,NA
2002,7,HI,138600,826718,NA,10021,198,1034145,2422,NA,NA,36900,15847,NA,NA,3438
2002,7,IA,3370714,8307,94715,93011,45378,4042057,NA,420340,16,9576,0,NA,NA,NA
2002,7,ID,11420,14,46935,1103055,NA,1225257,NA,NA,55582,NA,8251,NA,NA,NA
2002,7,IL,8549614,41579,2408699,12174,NA,19084674,23684,7964372,NA,76876,7676,NA,NA,NA
2002,7,IN,11068959,52413,672860,49607,NA,12143515,285410,NA,NA,12468,1798,NA,NA,NA
2002,7,KS,3294027,14443,485932,826,30229,4698284,NA,872827,NA,NA,NA,NA,NA,NA
2002,7,KY,7894321,248767,421216,211585,NA,8812415,NA,NA,36526,NA,NA,NA,NA,NA
2002,7,LA,2131500,171344,5466821,62225,NA,9764707,108391,1484707,247203,4601,87915,NA,NA,NA
2002,7,MA,1044069,589520,1618863,62251,0,3887071,NA,466456,10043,98984,65374,NA,-68489,NA
2002,7,MD,2870899,409253,399823,46043,NA,5003764,54806,1146622,11732,36814,27772,NA,NA,NA
2002,7,ME,52734,160979,1129133,267179,NA,2003246,0,NA,329930,28048,35242,NA,NA,NA
2002,7,MI,6582381,188296,2238015,138258,14,11994319,844,2745585,126480,71927,21467,NA,-118949,NA
2002,7,MN,3155301,66148,330864,77789,33985,4944683,NA,1188736,19259,45345,27256,NA,NA,NA
2002,7,MO,6420602,71163,773340,106410,NA,8194945,NA,838569,NA,835,5808,NA,-21782,NA
2002,7,MS,1461133,1172,2443927,NA,NA,4926269,6016,929756,84265,0,0,NA,NA,NA
2002,7,MT,894152,41532,2652,1260146,NA,2205044,1734,NA,4828,NA,NA,NA,NA,NA
2002,7,NC,7672269,43081,718896,242108,NA,12339609,86,3510161,125030,10142,19869,NA,-2033,NA
2002,7,ND,2597213,3177,23,178882,NA,2779580,108,NA,NA,177,NA,NA,NA,NA
2002,7,NE,1996887,2525,101856,133937,692,3135062,0,897812,NA,1353,0,NA,NA,NA
2002,7,NH,344346,71041,10857,54191,NA,1414853,NA,860831,58865,9495,5226,NA,NA,NA
2002,7,NJ,932733,139634,2433863,1250,NA,6493958,9223,2872132,NA,76239,43316,NA,-14432,NA
2002,7,NM,2466890,3794,461640,28210,NA,2961512,NA,NA,NA,978,NA,NA,NA,NA
2002,7,NV,1567031,1516,1194976,229221,NA,3110486,NA,NA,NA,NA,NA,NA,NA,117742
2002,7,NY,1999986,1406589,4843233,2040960,5875,14115944,NA,3674995,42777,119111,73356,NA,-90937,NA
2002,7,OH,12577112,36744,506855,50230,NA,14219276,28330,906152,14276,3160,96417,NA,NA,NA
2002,7,OK,3430624,3691,2829261,196296,NA,6474516,7035,NA,24911,NA,NA,NA,-17302,NA
2002,7,OR,126671,1849,287530,2943513,33565,3457051,NA,NA,57208,3761,2954,NA,NA,NA
2002,7,PA,10899209,533772,1133496,109973,2648,19568908,52874,6651289,66902,114612,63938,NA,-59805,NA
2002,7,RI,NA,7104,527240,310,NA,597174,NA,NA,NA,7907,54614,NA,NA,NA
2002,7,SC,3701586,31953,824298,90721,NA,9463728,0,4842686,121162,1262,NA,NA,-149940,NA
2002,7,SD,313758,1121,34817,487540,302,837538,NA,NA,NA,NA,NA,NA,NA,NA
2002,7,TN,5693994,22514,82515,550644,104,8711860,1032,2364700,60534,3065,78,NA,-67320,NA
2002,7,TX,13224085,107543,21662425,187218,218034,39583368,289277,3432133,98217,11062,353374,NA,NA,NA
2002,7,UT,3116105,4800,131723,39006,NA,3309839,0,NA,NA,516,406,NA,NA,17283
2002,7,VA,3595225,676603,800889,68698,NA,7647595,0,2581312,129192,67758,44644,0,-316725,NA
2002,7,VT,NA,1196,410,95331,825,499672,NA,372809,29101,NA,NA,NA,NA,NA
2002,7,WA,422449,5417,204068,8600246,35508,10090333,30514,694707,76204,15867,5353,NA,0,NA
2002,7,WI,4135384,39059,330628,196915,1926,5927254,NA,1136252,44802,29818,12469,NA,NA,NA
2002,7,WV,8694920,26550,26412,65724,NA,8830703,14710,NA,0,53,2334,NA,NA,NA
2002,7,WY,3686284,1793,60259,106894,30322,3893361,NA,NA,NA,NA,7809,NA,NA,NA
2002,7,US-TOTAL,183194702,9912993,83917269,25470647,890455,381542107,1071146,70420827,3440225,1377976,1495939,85537,-997855,1262246
2002,8,AK,46430,65450,277915,116574,NA,507302,NA,NA,79,854,NA,NA,NA,NA
2002,8,AL,7080368,13355,2219860,372825,NA,12925950,8336,2849954,335386,2327,43538,NA,NA,NA
2002,8,AR,2310324,2047,743596,349646,NA,4927186,NA,1369798,120458,352,30965,NA,NA,NA
2002,8,AZ,3160446,5833,2116783,736991,NA,8837457,NA,2793709,NA,3647,10161,45,9842,NA
2002,8,CA,208086,191579,9813914,3068641,476442,18765891,92550,3195924,321687,194562,35380,74880,-29898,1122144
2002,8,CO,3135992,858,849234,132929,10096,4113886,66,NA,NA,1742,0,NA,-17032,NA
2002,8,CT,217378,346603,1057295,8369,NA,3062288,0,1292391,NA,71373,69279,NA,-401,NA
2002,8,DC,NA,85726,NA,NA,NA,85726,NA,NA,NA,NA,NA,NA,NA,NA
2002,8,DE,409430,154311,219692,NA,NA,783473,39,NA,NA,NA,NA,NA,NA,NA
2002,8,FL,6530433,3191095,7138839,9387,NA,20294457,1179,2910158,101125,190097,222144,NA,NA,NA
2002,8,GA,7572559,66555,1433017,159510,NA,12802579,NA,3009752,614731,15758,2580,NA,-71882,NA
2002,8,HI,129464,867185,NA,9580,174,1061995,3775,NA,NA,34353,13851,NA,NA,3614
2002,8,IA,3254394,9274,68041,95866,47461,3781004,NA,297088,27,8852,0,NA,NA,NA
2002,8,ID,9299,0,25136,1012272,NA,1097336,NA,NA,43066,NA,7563,NA,NA,NA
2002,8,IL,8543784,21114,1709553,12149,NA,18596805,23063,8197535,NA,78733,10875,NA,NA,NA
2002,8,IN,11216480,44449,497017,29265,NA,12096060,294922,NA,NA,12281,1646,NA,NA,NA
2002,8,KS,3239993,56071,337378,913,33421,4541673,NA,873897,NA,NA,NA,NA,NA,NA
2002,8,KY,7868125,334552,186010,197532,NA,8618415,NA,NA,32196,NA,NA,NA,NA,NA
2002,8,LA,1283160,167451,5543019,30562,NA,9092457,194449,1545812,241349,5119,81536,NA,NA,NA
2002,8,MA,975861,557715,1753689,66438,0,3909151,NA,493256,9836,99064,65421,NA,-112129,NA
2002,8,MD,2835788,248677,639648,19586,NA,5106865,52152,1242220,11528,32728,24538,NA,NA,NA
2002,8,ME,53820,151276,1198686,209404,NA,1996243,8,NA,319796,28546,34707,NA,NA,NA
2002,8,MI,6513796,133751,2082647,139130,19,11814101,1515,2828368,125526,76239,28610,NA,-115500,NA
2002,8,MN,2981187,60355,178247,98147,57701,4677292,NA,1202649,25387,46401,27217,NA,NA,NA
2002,8,MO,6569190,79207,638006,38224,NA,8147403,NA,840751,NA,798,3950,NA,-22723,NA
2002,8,MS,1487353,705,2061805,NA,NA,4527091,4750,881648,90830,0,0,NA,NA,NA
2002,8,MT,1620030,20324,2633,985485,NA,2634679,458,NA,5749,NA,NA,NA,NA,NA
2002,8,NC,7167138,35812,751846,231814,NA,11842788,106,3491519,127887,9260,17105,NA,10301,NA
2002,8,ND,2516331,2354,-7,179805,NA,2698483,NA,NA,NA,0,NA,NA,NA,NA
2002,8,NE,1774978,2644,68496,119474,659,2876405,0,908954,NA,1200,0,NA,NA,NA
2002,8,NH,372344,64415,28814,30607,NA,1428573,NA,859337,58864,9046,5146,NA,NA,NA
2002,8,NJ,997622,213742,2481606,1277,NA,6636794,9584,2828523,NA,75426,43094,NA,-14079,NA
2002,8,NM,1790177,998,393355,21351,NA,2206799,NA,NA,NA,918,NA,NA,NA,NA
2002,8,NV,1436019,1336,1217673,215505,NA,2958197,NA,NA,NA,NA,NA,NA,NA,87664
2002,8,NY,2264260,1303259,4996652,1848605,6214,14179013,NA,3636022,42182,113936,68974,NA,-101091,NA
2002,8,OH,11937243,28350,432467,29740,NA,13456021,25472,917925,9262,2841,72722,NA,NA,NA
2002,8,OK,3343488,5018,3283191,106853,NA,6746706,5729,NA,20753,NA,NA,NA,-18326,NA
2002,8,OR,374359,55,691612,2270910,26457,3437208,NA,NA,66085,4329,3401,NA,NA,NA
2002,8,PA,10810512,395202,1300321,69428,2166,19532968,52856,6708781,68582,109445,60154,NA,-44478,NA
2002,8,RI,NA,5025,522253,310,NA,591753,NA,NA,NA,8065,56100,NA,NA,NA
2002,8,SC,3476476,18187,780518,84362,NA,9088735,0,4741566,115311,1381,NA,NA,-129066,NA
2002,8,SD,292343,648,3906,517969,406,815272,NA,NA,NA,NA,NA,NA,NA,NA
2002,8,TN,5708225,8686,81167,667657,145,8911239,1188,2474373,62631,3306,99,NA,-96238,NA
2002,8,TX,13228482,136876,22845447,118453,247536,40740094,302034,3500288,100008,43353,217617,NA,NA,NA
2002,8,UT,2969161,5555,186229,36921,NA,3211911,0,NA,NA,207,163,NA,NA,13675
2002,8,VA,3747190,566862,852994,60715,NA,7847456,0,2570314,120093,67238,43980,0,-181930,NA
2002,8,VT,NA,1736,245,50275,335,457307,NA,365720,38996,NA,NA,NA,NA,NA
2002,8,WA,870924,2966,445155,6216428,31107,8513850,29677,809137,88046,14696,5714,NA,0,NA
2002,8,WI,3804644,41664,211378,199280,2083,5489042,NA,1140319,51658,27029,10988,NA,NA,NA
2002,8,WV,8166967,15926,45714,28606,NA,8273247,12812,NA,0,717,2505,NA,NA,NA
2002,8,WY,3653393,4027,64176,78157,34270,3841201,NA,NA,NA,NA,7178,NA,NA,NA
2002,8,US-TOTAL,179955447,9736862,84476867,21083924,976691,374585819,1116718,70777688,3369114,1396217,1328899,74925,-934630,1227097
2002,9,AK,52500,69469,307926,108927,NA,539958,NA,NA,96,1040,NA,NA,NA,NA
2002,9,AL,6728943,13140,1670589,478577,NA,11567529,9855,2345774,307071,1846,11734,NA,NA,NA
2002,9,AR,2228000,11805,597578,270963,NA,4528195,NA,1264140,132252,443,23014,NA,NA,NA
2002,9,AZ,3095053,3153,1980473,454697,NA,8185059,NA,2615410,NA,4017,9845,39,22372,NA
2002,9,CA,201927,185486,9012444,2400171,294802,16987396,87389,3150391,342353,179750,33456,52569,-38395,1085052
2002,9,CO,2763029,965,770189,71768,9832,3608802,348,NA,NA,1954,0,NA,-9283,NA
2002,9,CT,131585,239706,955833,6670,NA,2213957,0,750180,NA,65533,64544,NA,-94,NA
2002,9,DC,NA,3170,NA,NA,NA,3170,NA,NA,NA,NA,NA,NA,NA,NA
2002,9,DE,305403,69892,167511,NA,NA,567179,24373,NA,NA,NA,NA,NA,NA,NA
2002,9,FL,5797536,3779048,6681785,12264,NA,19577155,536,2771505,129023,174267,231191,NA,NA,NA
2002,9,GA,6921531,84641,946333,178187,NA,11508818,NA,2889064,541045,12710,2411,NA,-67104,NA
2002,9,HI,133295,813220,NA,7679,144,1007821,3350,NA,NA,32650,13864,NA,NA,3619
2002,9,IA,2914302,6579,50792,89868,53390,3378963,NA,256177,49,7806,0,NA,NA,NA
2002,9,ID,7385,0,18355,678878,NA,757780,NA,NA,45272,NA,7890,NA,NA,NA
2002,9,IL,7861938,30362,825069,9871,NA,16442288,20374,7615953,NA,69046,9675,NA,NA,NA
2002,9,IN,10463348,19215,383813,25084,NA,11187784,283825,NA,NA,11086,1413,NA,NA,NA
2002,9,KS,2989348,32441,158847,940,34399,4066442,NA,850467,NA,NA,NA,NA,NA,NA
2002,9,KY,6795618,296499,122123,192898,NA,7437792,NA,NA,30654,NA,NA,NA,NA,NA
2002,9,LA,2244790,109699,4502199,25454,NA,8837488,176068,1426933,246842,4963,100540,NA,NA,NA
2002,9,MA,881037,572934,1615287,66577,0,3688485,NA,461774,10112,100452,68632,NA,-88321,NA
2002,9,MD,2618519,78576,284381,19680,NA,4327966,45674,1211273,10127,34010,25726,NA,NA,NA
2002,9,ME,43539,101635,1157187,182541,NA,1863826,0,NA,323100,26372,29452,NA,NA,NA
2002,9,MI,5685811,82885,1437722,115736,23,10236692,1149,2782250,132057,64743,28119,NA,-93802,NA
2002,9,MN,2727756,57589,146554,81057,73995,4355161,NA,1179496,17993,42703,28018,NA,NA,NA
